Original_Index,Text,True_Label,True_Binary,AI_Predictions,AI_Binary,Reasoning
72,"Person1: I've just met with the bishop. We're taking you off the case.
Person2: You're what?
Person1: If we want to hire a psychiatrist for Agnes. we'll find our own, thank you.
Person2: One that will ask the questions you want asked.
Person1: One that will approach this matter with some objectivity and respect.
Person2: For the Church?
Person1: For Agnes.
Person2: You think she's a saint?
Person1: She's been touched by God, yes.
Person2: How?  How?  She hallucinates, stops eating and bleeds spontaneously. Is that supposed to convince me she shouldn't be touched. Give me a miracle.
Person1: The father!
Person2: Who is he?
Person1: Why must he be anybody?
Person2: My God, you're as crazy as...
Person1: Stop laughing, I don't say it's the truth, I'm saying...
Person2: How  ?
Person1: Don't be ridiculous.
Person2: Well give me a reasonable explanation
Person1: A miracle is an event without an explanation. If she's capable of putting a hole in her hand without benefit of a nail, why couldn't she split a cell in her womb?
Person2: This is insane.
Person1: There as no man in the convent on that night and no way for any man to get in or out.
Person2: You're saying God did it?",Rationalization,1,"['Playing the Victim Role', 'Shaming or Belittlement', 'Rationalization']",1,N/A
73,"Person1: And I love you too.
Person2: And love's a funny thing.  Sometimes I don't know if I want to love you...",Evasion,1,"['Playing the Victim Role', 'Rationalization']",1,N/A
74,"Person1: What the hell did you think you were doing?
Person2: You have a real gratitude problem. You know that, Bruce? I need a name. Batboy? The Dark Earl? What's a good side kick name?
Person1: How about Richard Grayson, college student?
Person2: ...I missed Two-Face by a heartbeat. When we catch him, you gotta let me kill him!
Person1: We don't kill. Killing is what damns you. It-. What am I talking about? This conversation is over. You're going away to school.
Person2: I saved your life. You owe me. So either you let me be your partner or I'm going after Harvey on my own.",Intimidation,1,"['Playing the Victim Role', 'Accusation', 'Intimidation']",1,N/A
75,"Person1: C'mon, you two... Jacques, we have to get ready for the ceremony tonight.  We have a new world champion.
Person2: I'm a little tired, I don't know if...
Person1: Get in the car!","Brandishing Anger,Intimidation",1,"['Intimidation', 'Persuasion or Seduction', 'Shaming or Belittlement']",1,"manip_score=0.649; Intimidation=0.996, Persuasion or Seduction=0.983, Shaming or Belittlement=0.951"
76,"Person1: It isn't in your hands, Mama. It's my life.
Person2: Yes, but important people are concerned about this. Judge Hillier spoke to Alma Styles --
Person1: I don't care.
Person2: ...You will.","Rationalization,Intimidation",1,"['Intimidation', 'Persuasion or Seduction', 'Shaming or Belittlement']",1,"manip_score=0.702; Intimidation=0.977, Persuasion or Seduction=0.953, Shaming or Belittlement=0.939"
77,"Person1: Thank you for showing it to me first. I'll... I'll take care of it. Can I have the picture?
Person2: Of course. There is one more thing, Mrs. Treborn. And I feel bad for mentioning it...
Person1: What?
Person2: When I asked Evan about his drawing, well, he didn't remember doing it.",nan,0,"['Persuasion or Seduction', 'Accusation', 'Intimidation']",1,"manip_score=0.593; Persuasion or Seduction=0.909, Accusation=0.808, Intimidation=0.773"
78,"Person1: It's true.
Person2: I'm tryin' to keep you from being hurt What more do you want?
Person1: Much more, Terry. Much, much more!",Playing Servant Role,1,"['Persuasion or Seduction', 'Intimidation', 'Accusation']",1,"manip_score=0.711; Persuasion or Seduction=0.983, Intimidation=0.979, Accusation=0.912"
79,"Person1: You were quick enough to get Tom's help when...
Person2: Yes, yes.  I know.  Right.  And if it had gone well for me tonight, maybe I'd be keeping quiet about all this...I grant you everything but give me this...he does personify everything you've been fighting against...And I'm in love with you.  How do you like that? -- I buried the lead.",nan,0,"['Persuasion or Seduction', 'Intimidation', 'Shaming or Belittlement']",1,"manip_score=0.745; Persuasion or Seduction=0.983, Intimidation=0.945, Shaming or Belittlement=0.899"
80,"Person1: George... look me in the eye... George, you don't ever lie to me again.
Person2: I must trust you, Matthew.  I cannot stop this without you.",Persuasion or Seduction,1,"['Intimidation', 'Accusation', 'Persuasion or Seduction']",1,"manip_score=0.954; Intimidation=0.947, Accusation=0.653, Persuasion or Seduction=0.639"
81,"Person1: 'The heir to the fortune must wear the Mayfair pendant an her wedding day.'  We should all have to suffer such burdens.
Person2: Then you wear it.
Person1: C'mon now - give a little nod to Mayfair tradition.",Rationalization,1,"['Intimidation', 'Persuasion or Seduction', 'Shaming or Belittlement']",1,"manip_score=0.783; Intimidation=0.989, Persuasion or Seduction=0.980, Shaming or Belittlement=0.964"
82,"Person1: What made you do it? Who paid you off?
Person2: Nobody. I'm the maid!",nan,0,"['Accusation', 'Playing the Servant Role', 'Shaming or Belittlement']",1,"manip_score=0.538; Accusation=0.946, Playing the Servant Role=0.945, Shaming or Belittlement=0.908"
83,"Person1: I don't know.
Person2: Are we gonna split up?
Person1: No, never.  Don't even think about that, it's impossible.  I love your mother. And you are my heart.  Could I live without my heart?  Could I?",Persuasion or Seduction,1,"['Intimidation', 'Persuasion or Seduction', 'Denial']",1,"manip_score=0.649; Intimidation=0.965, Persuasion or Seduction=0.952, Denial=0.905"
84,"Person1: Now I understand.  That helps.  I can make them understand that.
Person2: Okay.
Person1: Let me come get him.
Person2: No way! You guys will jump me!
Person1: If you won't let me come in, then put him outside.
Person2: You'll shoot me as soon as I step out the door!
Person1: You've already helped yourself once, Dennis; be smart again.  If you save his life, it'll help when you get to court.",Persuasion or Seduction,1,"['Intimidation', 'Persuasion or Seduction', 'Rationalization']",1,"manip_score=0.813; Intimidation=0.995, Persuasion or Seduction=0.984, Rationalization=0.959"
85,"Person1: I mean, what is there to be happy about really? I mean, going to the gym, climbing the StairMaster, eating the yogurt, checking the voice mail. Smoking the low-tar cigarettes, shaving the bikini line. Sometimes I just want something different, you know?
Person2: What was your name again?
Person1: Erica.
Person2: Erica. So do you think you and I are alike, Erica?
Person1: Deep down. Way down.
Person2: It's a mistake to think that.
Person1: We could still talk, you know? It's nice to talk.
Person2: It's nice to do a lot of things.
Person1: That's what I mean.
Person2: I'm not a nice guy.
Person1: I know. It's okay.
Person2: Yeah?
Person1: Mm-hm. I'm a big girl. I can take care of myself. If I didn't want to be here, I'd be in a limo right now with a bunch of kids looking for Chinese food.
Person2: No, no, see, you, you don't understand.
Person1: Hay? Yeah? So teach me a lesson.",Shaming or Belittlement,1,"['Persuasion or Seduction', 'Shaming or Belittlement', 'Intimidation']",1,"manip_score=0.728; Persuasion or Seduction=0.955, Shaming or Belittlement=0.942, Intimidation=0.938"
86,"Person1: No, you listen. Get out!
Person2: Lady, I'm here to help you. This man is very dangerous. An armed criminal.  He's got a gun, hasn't he?
Person1: You have no right here!",Playing Servant Role,1,"['Intimidation', 'Shaming or Belittlement', 'Accusation']",1,"manip_score=0.735; Intimidation=0.996, Shaming or Belittlement=0.969, Accusation=0.951"
87,"Person1: Jackie... Jackie?... answer me, for God's sake, answer me.
Person2: If you knew how many times I wanted to hear you say that...
Person1: So I'm saying it...
Person2: It's too late...
Person1: What's too late about it? Look, we're not dead, are we? That's the only thing that's too late.
Person2: Lester's left Felicia. He's taking me to Acapulco on the five o'clock flight. He's asked me to marry him.
Person1: So what? You don't love him, do you? Answer me.
Person2: What's that supposed to mean?
Person1: I don't know... Jackie?
Person2: What?",nan,0,"['Intimidation', 'Persuasion or Seduction', 'Shaming or Belittlement']",1,"manip_score=0.698; Intimidation=0.971, Persuasion or Seduction=0.954, Shaming or Belittlement=0.929"
88,"Person1: Gallatin! So the righteous Starfleet Captain finally released you. Did you encounter any problems on the surface?
Person2: No, sir. But it wasn't easy... being among them...
Person1: I'm sure. Just don't forget what they did to us.  We'll have them rounded up in a day or two... we needn't bother with the Federation holo-ship any more. Just get the holding cells ready.",Persuasion or Seduction,1,['Safe / No Manipulation'],0,No clear manipulative intent detected.
89,"Person1: Like it?
Person2: Yes. It reminds me of home.
Person1: Where Superman's from? Krypton?
Person2: No. Argo City. It was on a chunk of rock that was part of Krypton once---but we moved it to inner space.
Person1: I'm sorry, I don't understand.
Person2: It's not important. The important thing is I'm here to find something and I think you can he1p me.
Person1: Come on, let's ride.",nan,0,"['Persuasion or Seduction', 'Intimidation', 'Playing the Servant Role']",1,"manip_score=0.529; Persuasion or Seduction=0.980, Intimidation=0.876, Playing the Servant Role=0.772"
90,"Person1: ...wouldn't let you settle it, huh?
Person2: Hell, you know how Skinny is. Says he's gonna shoot 'em... an I says, ""Skinny, you can't do that,"" an' he says, ""Well, then get Little Bill down here an' let's settle this"" an' I says, ""Bill's sleepin', Skinny,"" an'...",nan,0,"['Intimidation', 'Shaming or Belittlement', 'Persuasion or Seduction']",1,"manip_score=0.734; Intimidation=0.988, Shaming or Belittlement=0.987, Persuasion or Seduction=0.981"
