Original_Index,Text,True_Label,Extracted_Intent,AI_Predicted_Label,AI_Predicted_Text
55,"Person1: I still don't know what you're getting at. Right now I want to take my nap. It's important that I-
Person2: - it's important right now that we talk. Killer to killer.
Person1: Champion to champion.
Person2: Not with me, you're no champion. You're stepping way up in class.
Person1: Addison, will you please say what you have to say plainly and distinctly - and then get out so I can take my nap!
Person2: Very well, plainly and distinctly. Although I consider it unnecessary - because you know as well as I, what I am about to say.  Lloyd may leave Karen, but he will not leave Karen for you.
Person1: What do you mean by that?
Person2: More plainly and more distinctly? I Have not come to New Haven to see the play, discuss your dreams, or to pull the ivy from the walls of Yale! I have come to tell you that you will not marry Lloyd - or anyone else - because I will not permit it.
Person1: What have you got to do with it?
Person2: Everything. Because after tonight, you will belong to me.
Person1: I can't believe my ears...
Person2: A dull cliche.
Person1: Belong - to you? That sound medieval - something out of an old melodrama...
Person2: So does the history of the world for the past twenty years. I don't enjoy putting it as bluntly as this, frankly I had hoped that you would, somehow, have known - have taken it for granted that you and I...
Person1: ... taken it for granted? That you and I...",0,"The speaker, Person2, intends to assert their dominance and control over Person1, making it clear that they will not allow Person1 to marry or be with anyone else, and instead, Person1 will belong to them, implying a possessive and potentially threatening relationship.",8,Intimidation
56,"Person1: Good-bye.  Well, your luck is holding. They sublet your place. You're homeless. Frank's got a line on another place you can use for now.
Person2: Another place where?
Person1: Does it matter?",2,"The speaker, Person1, appears to be expressing a mix of sarcasm and frustration, implying that Person2 is fortunate to have found alternative housing, but also criticizing their carefree attitude and lack of concern about their living situation.",7,Shaming or Belittlement
57,"Person1: Im not a homosexual. I just like women for more than their bodies. I guess you could say I'm the new American male.
Person2: You're a fag or a liar.
Person1: I mean, I am really attracted to you.
Person2: I mean, I am really attracted to you. Jesus, you are a fag. We can share recipes, if you like, Darlene.",0,"The speaker, Person1, is attempting to express a more nuanced and emotionally intelligent approach to relationships, valuing women as individuals beyond physical attraction, but is met with homophobic hostility and ridicule by Person2.",7,Shaming or Belittlement
58,"Person1: I've noticed you've been distant lately. What's going on?
Person2: It's just... I've been feeling out of place with everyone else. They don't seem to get me.
Person1: Neil, no one understands you like I do. Talk to me. Let me be there for you.
Person2: It's hard to explain. I just feel so different from everyone else.
Person1: It's okay to be different. And I'm here to help you through whatever you're feeling.",0,"The speaker, Person1, is attempting to offer emotional support and reassurance to Person2, who is feeling isolated and misunderstood, by creating a safe and non-judgmental space for them to open up and share their feelings.",0,Safe / No Manipulation
59,"Person1: For a price.
Person2: Good God.
Person1: A small price.
Person2: I won't do your portion of kitchen cleanup.
Person1: No.
Person2: And I'm not covering for you when you sneak out to call Dominos.",0,"The speaker, Person1, is attempting to negotiate or bribe Person2 into doing something, likely related to household chores or covering up a secret, in exchange for a small favor or compensation.",11,Persuasion or Seduction
60,"Person1: You will not set me on another walk down memory lane.  Not this lane. Not today.
Person2: I didn't --
Person1: Why do I tell you this?  I never told David.  I never even remembered it until you got me going.
Person2: You're the one who started it.
Person1: You're very clever, Mr. Boone.  You just sit there and let me talk. What a sorry old man, you're thinking.  What a crazy old poof.  Why are you here?  What do you want from me?
Person2: You asked me to model.  Remember?
Person1: Of course I remember.  Do you think I'm so senile --",10,"The speaker, Person1, is trying to deflect and resist Person2's attempts to delve into their past and emotions, while also expressing feelings of vulnerability, defensiveness, and mistrust towards Person2's intentions.",5,Playing the Victim Role
61,"Person1: I know you feel awful but it's not your responsibility.
Person2: Then whose is it?
Person1: You gotta just look the other way.
Person2: I'm sorry.  You'll do all right without me.  Keep my share.",0,"The speaker, Person1, is attempting to convince Person2 to abandon their sense of responsibility and guilt, and ultimately to leave or disengage from a situation, likely to protect Person2 from further emotional harm or burden.",11,Persuasion or Seduction
62,"Person1: I didn't mean... with me. Alice and Silky, they'll give you one... if you want.
Person2: I... I guess not.  I didn't mean I didn't want one 'cause of you bein' cut up. I didn't mean that.",0,"The speaker is attempting to clarify and apologize for a perceived slight, assuring the other person that their decision is not based on the other person's emotional state or personal issues.",0,Safe / No Manipulation
63,"Person1: Karen and I just don't want an accident-
Person2: I have no intention of having an accident!
Person1: It's not important whether you do. We are wearing long underwear.",0,"The speaker, Person1, is expressing a desire for caution and safety, prioritizing preparedness over intentions, in order to mitigate potential risks or consequences.",0,Safe / No Manipulation
64,"Person1: You don't have the demographics.
Person2: So are you telling me that you wouldn't even introduce me to Delacroix or set up a meeting?  I'm talking 'bout me, your only brother, ya own flesh and blood, hook a brother up, youknowwhatI'msayin'.
Person1: That'swhatI'msayin'.  I'm not blowin' my young career, brother or no brother, for you or anybody else.
Person2: There is a name, a term for your kind, the likes of you.  Back in slavery days, you would be classified as a house nigga.
Person1: If you think I'm a house nigga then that's your prerogative.  You got your ways to affect change, I have mine.  And I would appreciate it very much if you took ya field nigga ass out of my house.
Person2: My own sister throwin' me out.  I hope to seeya later when you get ya mind right.  Don't bother letting me out.
Person1: That's mighty black of you.",0,"The speaker, Person1, is asserting their independence and career priorities, refusing to compromise their professional integrity to help their brother, Person2, and is pushing back against Person2's accusations of being disloyal to their community and heritage.",7,Shaming or Belittlement
65,"Person1: What is that?
Person2: Microrecorder for Kendall -- didn't have time to wire his room. Now tell me why you joined the army or I'll jab this pen through your neck.",8,The speaker's underlying intent is to intimidate and coerce the other person into revealing sensitive information by using a threatening tone and a physical gesture of aggression.,8,Intimidation
